LANE_ID,LOAD_ORI,IB_LOAD_TYPE,DISPATCH_SEQ,CUBE,SHIPMENTS,PU DATE
IND-OKC,MCI,B,3,99.16,1,8/25/2025 0:00
IND-OKC,MCI,B,3,380.52,4,8/29/2025 0:00
MDW-OKC,MCI,B,5,236.11,5,8/28/2025 0:00
OSH-OKC,MCI,B,5,202.32,4,8/28/2025 0:00
IND-OKC,MCI,B,4,244.76,2,8/20/2025 0:00
IND-OKC,MCI,B,4,726.19,3,8/22/2025 0:00
IND-OKC,MCI,B,3,244.76,2,8/20/2025 0:00
IND-OKC,MCI,B,3,726.19,3,8/22/2025 0:00
MDW-OKC,MCI,B,5,382.67,4,8/22/2025 0:00
OSH-OKC,MCI,B,5,241.32,3,8/21/2025 0:00
MDW-OKC,MCI,B,5,118.25,2,8/21/2025 0:00
MDW-OKC,MCI,B,5,96.92,4,8/27/2025 0:00
IND-OKC,MCI,B,4,380.52,4,8/29/2025 0:00
IND-OKC,MCI,B,4,89.48,1,8/27/2025 0:00
MDW-OKC,MCI,B,5,19.46,1,8/26/2025 0:00
OSH-OKC,MCI,B,5,123.68,1,8/29/2025 0:00
OSH-OKC,MCI,B,5,271.7,3,8/20/2025 0:00
QCY-OKC,MCI,B,3,107.93,2,8/29/2025 0:00
IND-OKC,MCI,B,4,141.22,3,8/21/2025 0:00
IND-OKC,MCI,B,4,99.16,1,8/25/2025 0:00
JVL-OKC,MCI,B,4,82.99,1,8/25/2025 0:00
OMA-OKC,MCI,B,3,29.44,1,8/21/2025 0:00
OSH-OKC,MCI,B,5,363.41,4,8/27/2025 0:00
STL-OKC,MCI,B,3,54.75,1,8/27/2025 0:00
MDW-OKC,MCI,B,5,47.44,2,8/29/2025 0:00
MDW-OKC,MCI,B,5,50.41,1,8/20/2025 0:00
OSH-OKC,MCI,B,5,160.68,2,8/22/2025 0:00
STL-OKC,MCI,B,3,115.4,3,8/28/2025 0:00
QCY-OKC,MCI,B,3,50.25,1,8/28/2025 0:00
QCY-OKC,MCI,B,3,46.77,1,8/25/2025 0:00
JVL-OKC,MCI,B,4,44.56,1,8/22/2025 0:00
JVL-OKC,MCI,B,4,239.02,1,8/26/2025 0:00
OMA-OKC,MCI,B,3,253.79,2,8/26/2025 0:00
CHW-OKC,MCI,B,4,1.56,1,8/21/2025 0:00
STL-OKC,MCI,B,3,220.15,2,8/22/2025 0:00
STL-OKC,MCI,B,3,96.91,3,8/21/2025 0:00
OSH-OKC,MCI,B,5,7.77,1,8/26/2025 0:00
OSH-OKC,MCI,B,5,398.2,3,8/25/2025 0:00
STL-OKC,MCI,B,3,97.74,2,8/20/2025 0:00
BOI-OKC,MCI,B,3,48.92,1,8/27/2025 0:00
CHW-OKC,MCI,B,4,4.8,1,8/25/2025 0:00
CHW-OKC,MCI,B,4,289.45,4,8/27/2025 0:00
CHW-OKC,MCI,B,4,94.25,2,8/22/2025 0:00
OMA-OKC,MCI,B,3,3.35,1,8/20/2025 0:00
CPR-OKC,MCI,B,5,9.96,1,8/20/2025 0:00
FSD-OKC,MCI,B,4,66.12,3,8/20/2025 0:00
CPR-OKC,MCI,B,5,3.69,1,8/21/2025 0:00
CYS-OKC,MCI,B,5,72.7,1,8/22/2025 0:00
WNT-OKC,MCI,B,7,18.67,1,8/21/2025 0:00
STL-OKC,MCI,B,3,18.44,1,8/25/2025 0:00
FSD-OKC,MCI,B,4,18.1,1,8/25/2025 0:00
MSP-OKC,MCI,B,4,666.27,3,8/27/2025 0:00
MSP-OKC,MCI,B,4,41.02,1,8/29/2025 0:00
FAR-OKC,MCI,B,4,344.84,1,8/27/2025 0:00
CHW-OKC,MCI,B,4,3.16,1,8/26/2025 0:00
CHW-OKC,MCI,B,4,34.58,1,8/20/2025 0:00
DSP-TUL,MCI,B,4,530.96,4,8/25/2025 0:00
DSP-TUL,MCI,B,4,128,1,8/20/2025 0:00
DSP-TUL,MCI,B,4,88.8,3,8/26/2025 0:00
DSP-TUL,MCI,B,4,161.34,2,8/29/2025 0:00
DSP-TUL,MCI,B,4,129.08,3,8/22/2025 0:00
DSP-TUL,MCI,B,4,197.84,3,8/21/2025 0:00
DSP-TUL,MCI,B,4,235.03,7,8/20/2025 0:00
MKE-TUL,MCI,B,4,13.6,1,8/21/2025 0:00
MKE-TUL,MCI,B,4,34.39,2,8/22/2025 0:00
MKE-TUL,MCI,B,4,51.12,1,8/26/2025 0:00
MKE-TUL,MCI,B,4,557.92,2,8/20/2025 0:00
MKE-TUL,MCI,B,4,13.81,1,8/25/2025 0:00
MCI-TUL,MCI,O,1,33.18,2,8/29/2025 0:00
MCI-TUL,MCI,O,1,148.04,4,8/28/2025 0:00
MCI-TUL,MCI,O,1,49.83,2,8/25/2025 0:00
MCI-TUL,MCI,O,1,91.74,3,8/21/2025 0:00
DSP-TUL,MCI,B,4,240.16,3,8/27/2025 0:00
MCI-TUL,MCI,O,1,153.19,5,8/20/2025 0:00
MCI-TUL,MCI,O,1,235.96,4,8/26/2025 0:00
MCI-TUL,MCI,O,1,308.79,2,8/22/2025 0:00
GFK-TUL,MCI,B,4,190.34,1,8/29/2025 0:00
MSO-TUL,MCI,B,9,30.19,1,8/27/2025 0:00
MKE-TUL,MCI,B,4,34.61,2,8/29/2025 0:00
SEA-TUL,MCI,B,5,272.39,1,8/28/2025 0:00
ATY-TUL,MCI,B,4,33.61,1,8/27/2025 0:00
DEN-TUL,MCI,B,3,44.72,1,8/26/2025 0:00
DEN-TUL,MCI,B,3,364.47,3,8/28/2025 0:00
DEN-TUL,MCI,B,3,35.77,1,8/29/2025 0:00
MCI-TUL,MCI,O,1,51.33,3,8/27/2025 0:00
DEN-TUL,MCI,B,3,396.28,1,8/27/2025 0:00
DEN-TUL,MCI,B,3,323.15,2,8/21/2025 0:00
SHY-TUL,MCI,B,5,48.02,1,8/28/2025 0:00
DSM-TUL,MCI,B,2,40.6,2,8/26/2025 0:00
CID-TUL,MCI,B,3,46.72,1,8/26/2025 0:00
SEA-TUL,MCI,B,5,36.98,1,8/29/2025 0:00
MCW-TUL,MCI,B,3,24.63,1,8/27/2025 0:00
SPI-TUL,MCI,B,3,68.8,1,8/27/2025 0:00
SPI-TUL,MCI,B,3,68.8,1,8/28/2025 0:00
SBN-TUL,MCI,B,4,10.76,1,8/26/2025 0:00
SBN-TUL,MCI,B,4,18.83,1,8/25/2025 0:00
DEN-TUL,MCI,B,3,69.15,1,8/25/2025 0:00
MLI-TUL,MCI,B,3,226.82,1,8/20/2025 0:00
MLI-TUL,MCI,B,3,10.89,1,8/25/2025 0:00
RNO-TUL,MCI,B,7,11.2,1,8/25/2025 0:00
RNO-TUL,MCI,B,7,74.39,1,8/21/2025 0:00
RNO-TUL,MCI,B,7,44.64,1,8/29/2025 0:00
MCW-TUL,MCI,B,3,10.59,1,8/25/2025 0:00
EVR-TUL,MCI,B,4,34.58,1,8/25/2025 0:00
PRU-TUL,MCI,B,3,39.87,1,8/26/2025 0:00
PRU-TUL,MCI,B,3,29.71,1,8/21/2025 0:00
PRU-TUL,MCI,B,3,16.21,1,8/22/2025 0:00
KRN-TUL,MCI,B,3,32.87,1,8/22/2025 0:00
SBN-TUL,MCI,B,4,83.17,3,8/20/2025 0:00
GRR-TUL,MCI,B,4,12.08,1,8/28/2025 0:00
GRR-TUL,MCI,B,4,19.89,1,8/26/2025 0:00
MRK-TUL,MCI,B,3,19.01,1,8/25/2025 0:00
MRK-TUL,MCI,B,3,11.78,2,8/29/2025 0:00
MRK-TUL,MCI,B,3,404.34,1,8/28/2025 0:00
RNO-TUL,MCI,B,7,29.55,1,8/22/2025 0:00
MRK-TUL,MCI,B,3,388.03,2,8/26/2025 0:00
MRK-TUL,MCI,B,3,67.72,3,8/22/2025 0:00
MSP-TUL,MCI,B,3,44.65,2,8/26/2025 0:00
FSD-TUL,MCI,B,3,40.95,2,8/28/2025 0:00
FAR-TUL,MCI,B,3,26.68,1,8/22/2025 0:00
KRN-TUL,MCI,B,3,24.62,1,8/20/2025 0:00
MSP-TUL,MCI,B,3,32.61,2,8/20/2025 0:00
MSP-TUL,MCI,B,3,138.94,4,8/28/2025 0:00
MSP-TUL,MCI,B,3,20.36,1,8/25/2025 0:00
CHW-TUL,MCI,B,3,14.4,1,8/22/2025 0:00
CHW-TUL,MCI,B,3,23.07,2,8/28/2025 0:00
MRK-TUL,MCI,B,3,18.2,1,8/21/2025 0:00
ONA-TUL,MCI,B,3,14.37,1,8/29/2025 0:00
CPR-TUL,MCI,B,4,7.57,1,8/21/2025 0:00
FSD-TUL,MCI,B,3,13.06,1,8/26/2025 0:00
STL-TUL,MCI,B,2,171.47,5,8/21/2025 0:00
STL-TUL,MCI,B,2,237.26,3,8/27/2025 0:00
MSP-TUL,MCI,B,3,15.68,1,8/29/2025 0:00
CHW-TUL,MCI,B,3,24.11,2,8/27/2025 0:00
CHW-TUL,MCI,B,3,14.86,1,8/29/2025 0:00
CHW-TUL,MCI,B,3,62.7,2,8/20/2025 0:00
STL-TUL,MCI,B,2,42.04,1,8/20/2025 0:00
STL-TUL,MCI,B,2,18.68,1,8/26/2025 0:00
ONA-TUL,MCI,B,3,22.15,1,8/20/2025 0:00
CHW-TUL,MCI,B,3,27.24,1,8/26/2025 0:00
CHW-TUL,MCI,B,3,45.57,2,8/25/2025 0:00
STL-TUL,MCI,B,2,59.97,1,8/28/2025 0:00
OSH-TUL,MCI,B,4,41.48,2,8/27/2025 0:00
OSH-TUL,MCI,B,4,44.59,1,8/21/2025 0:00
GJT-TUL,MCI,B,4,4.31,1,8/20/2025 0:00
OSH-TUL,MCI,B,4,30.65,2,8/26/2025 0:00
QCY-TUL,MCI,B,2,44.64,1,8/25/2025 0:00
STL-TUL,MCI,B,2,173.21,1,8/25/2025 0:00
MDW-TUL,MCI,B,4,177.06,3,8/27/2025 0:00
MDW-TUL,MCI,B,4,41.61,1,8/26/2025 0:00
CHW-TUL,MCI,B,3,48.74,1,8/21/2025 0:00
MDW-TUL,MCI,B,4,5.76,1,8/20/2025 0:00
OSH-TUL,MCI,B,4,46.35,1,8/28/2025 0:00
JVL-TUL,MCI,B,3,257.52,1,8/22/2025 0:00
MDW-TUL,MCI,B,4,107.48,2,8/21/2025 0:00
IND-TUL,MCI,B,3,179.94,1,8/22/2025 0:00
OSH-TUL,MCI,B,4,177.82,2,8/25/2025 0:00
IND-TUL,MCI,B,3,53.43,1,8/27/2025 0:00
IND-TUL,MCI,B,3,627.58,4,8/25/2025 0:00
IND-TUL,MCI,B,3,125.55,2,8/26/2025 0:00
MDW-TUL,MCI,B,4,50.08,2,8/29/2025 0:00
MDW-TUL,MCI,B,4,90.66,2,8/28/2025 0:00
MDW-TUL,MCI,B,4,287.4,2,8/22/2025 0:00
BOI-NAA,MCI,B,2,101.67,1,8/20/2025 0:00
FSD-NAA,MCI,B,3,34.91,1,8/25/2025 0:00
FSD-NAA,MCI,B,4,34.91,1,8/25/2025 0:00
BOI-NAA,MCI,B,3,101.67,1,8/20/2025 0:00
OMA-NAA,MCI,B,3,318.7,1,8/26/2025 0:00
OMA-NAA,MCI,B,3,58.88,1,8/21/2025 0:00
MCI-NAA,MCI,O,2,35.36,1,8/26/2025 0:00
MCI-NAA,MCI,O,2,357.83,4,8/27/2025 0:00
MCI-NAA,MCI,O,1,300.47,6,8/20/2025 0:00
MCI-NAA,MCI,O,1,98.02,4,8/25/2025 0:00
MCI-NAA,MCI,O,1,94.81,2,8/28/2025 0:00
MCI-NAA,MCI,O,1,35.36,1,8/26/2025 0:00
MCI-NAA,MCI,O,2,300.47,6,8/20/2025 0:00
MCI-NAA,MCI,O,2,94.81,2,8/28/2025 0:00
MCI-NAA,MCI,O,1,357.83,4,8/27/2025 0:00
MCI-NAA,MCI,O,2,109.57,2,8/21/2025 0:00
MCI-NAA,MCI,O,1,311.33,3,8/29/2025 0:00
MCI-NAA,MCI,O,1,109.57,2,8/21/2025 0:00
MCI-NAA,MCI,O,2,98.02,4,8/25/2025 0:00
MCI-NAA,MCI,O,2,311.33,3,8/29/2025 0:00
GEG-NAA,MCI,B,10,38.1,1,8/29/2025 0:00
GEG-NAA,MCI,B,9,19.33,1,8/27/2025 0:00
GEG-NAA,MCI,B,9,38.1,1,8/29/2025 0:00
GEG-NAA,MCI,B,10,19.33,1,8/27/2025 0:00
SEA-NAA,MCI,B,5,17.15,1,8/29/2025 0:00
SEA-NAA,MCI,B,6,17.15,1,8/29/2025 0:00
OMA-NAA,MCI,B,2,318.7,1,8/26/2025 0:00
OMA-NAA,MCI,B,2,58.88,1,8/21/2025 0:00
RAP-NAA,MCI,B,6,36.94,1,8/20/2025 0:00
RAP-NAA,MCI,B,6,30.79,1,8/28/2025 0:00
RAP-NAA,MCI,B,5,36.94,1,8/20/2025 0:00
RAP-NAA,MCI,B,5,30.79,1,8/28/2025 0:00
MLI-ODM,MCI,B,4,53.9,1,8/21/2025 0:00
MLI-ODM,MCI,B,4,69.83,1,8/29/2025 0:00
MLI-ODM,MCI,B,3,69.83,1,8/29/2025 0:00
MLI-ODM,MCI,B,3,47.1,2,8/26/2025 0:00
MLI-ODM,MCI,B,3,22.05,1,8/20/2025 0:00
MLI-ODM,MCI,B,4,47.1,2,8/26/2025 0:00
FSD-ODM,MCI,B,4,33.82,1,8/20/2025 0:00
MSP-ODM,MCI,B,4,500.41,2,8/26/2025 0:00
MSP-ODM,MCI,B,4,49.61,1,8/28/2025 0:00
OMA-ODM,MCI,B,3,33.49,1,8/20/2025 0:00
QCY-ODM,MCI,B,3,17.58,1,8/28/2025 0:00
QCY-ODM,MCI,B,3,26.02,1,8/25/2025 0:00
FSD-ODM,MCI,B,3,33.82,1,8/20/2025 0:00
MSP-ODM,MCI,B,3,49.61,1,8/28/2025 0:00
MSP-ODM,MCI,B,3,500.41,2,8/26/2025 0:00
OMA-ODM,MCI,B,2,33.49,1,8/20/2025 0:00
QCY-ODM,MCI,B,2,17.58,1,8/28/2025 0:00
QCY-ODM,MCI,B,2,26.02,1,8/25/2025 0:00
RAP-ODM,MCI,B,6,30.48,1,8/22/2025 0:00
RAP-ODM,MCI,B,6,230.65,3,8/25/2025 0:00
CID-ODM,MCI,B,4,41.91,1,8/20/2025 0:00
CID-ODM,MCI,B,3,41.91,1,8/20/2025 0:00
CID-ODM,MCI,B,3,15.05,1,8/21/2025 0:00
CID-ODM,MCI,B,4,15.05,1,8/21/2025 0:00
MCI-ODM,MCI,O,2,37.5,1,8/25/2025 0:00
MCI-ODM,MCI,O,2,49.89,2,8/27/2025 0:00
MCI-ODM,MCI,O,1,15.19,1,8/26/2025 0:00
MCI-ODM,MCI,O,1,23.63,1,8/20/2025 0:00
RAP-ODM,MCI,B,5,30.48,1,8/22/2025 0:00
RAP-ODM,MCI,B,5,230.65,3,8/25/2025 0:00
MOT-ODM,MCI,B,6,9.18,1,8/27/2025 0:00
MOT-ODM,MCI,B,6,8.42,1,8/20/2025 0:00
MCI-ODM,MCI,O,1,37.5,1,8/25/2025 0:00
MCI-ODM,MCI,O,1,49.89,2,8/27/2025 0:00
MCI-ODM,MCI,O,2,15.19,1,8/26/2025 0:00
MCI-ODM,MCI,O,2,23.63,1,8/20/2025 0:00
MLI-ODM,MCI,B,4,22.05,1,8/20/2025 0:00
MLI-ODM,MCI,B,4,97.9,1,8/25/2025 0:00
MLI-ODM,MCI,B,3,97.9,1,8/25/2025 0:00
MLI-ODM,MCI,B,3,53.9,1,8/21/2025 0:00
MOT-ODM,MCI,B,5,9.18,1,8/27/2025 0:00
MOT-ODM,MCI,B,5,8.42,1,8/20/2025 0:00
FSD-LEX,MCI,B,4,45.78,1,8/27/2025 0:00
BOI-LEX,MCI,B,3,16.95,1,8/22/2025 0:00
CPR-LEX,MCI,B,5,4.55,1,8/21/2025 0:00
CPR-LEX,MCI,B,5,7.24,1,8/22/2025 0:00
LOS-LEX,MCI,B,8,72.13,1,8/21/2025 0:00
LOS-LEX,MCI,B,8,22.09,1,8/22/2025 0:00
MCI-LEX,MCI,O,2,26.88,1,8/25/2025 0:00
MCI-LEX,MCI,O,2,31.09,1,8/21/2025 0:00
MCI-LEX,MCI,O,1,40.96,1,8/27/2025 0:00
MCI-LEX,MCI,O,1,26.88,1,8/25/2025 0:00
TUL-LEX,MCI,B,2,56.51,1,8/25/2025 0:00
TUL-LEX,MCI,B,3,56.51,1,8/25/2025 0:00
DEN-LEX,MCI,B,4,38.89,1,8/29/2025 0:00
DEN-LEX,MCI,B,4,57.89,1,8/28/2025 0:00
MCI-LEX,MCI,O,1,31.09,1,8/21/2025 0:00
MCI-LEX,MCI,O,1,4.92,1,8/28/2025 0:00
MCI-LEX,MCI,O,2,4.92,1,8/28/2025 0:00
MCI-LEX,MCI,O,2,40.96,1,8/27/2025 0:00
COS-LEX,MCI,B,4,16.13,1,8/29/2025 0:00
COS-LEX,MCI,B,5,16.13,1,8/29/2025 0:00
EVR-LEX,MCI,B,4,11.22,1,8/29/2025 0:00
EVR-LEX,MCI,B,5,11.22,1,8/29/2025 0:00
DEN-LEX,MCI,B,3,38.89,1,8/29/2025 0:00
DEN-LEX,MCI,B,3,57.89,1,8/28/2025 0:00
ONT-LEX,MCI,B,7,29.44,1,8/20/2025 0:00
ONT-LEX,MCI,B,8,29.44,1,8/20/2025 0:00
BOI-LEX,MCI,B,2,16.95,1,8/22/2025 0:00
BOI-LEX,MCI,B,2,18.24,1,8/20/2025 0:00
FSD-LEX,MCI,B,3,45.78,1,8/27/2025 0:00
CPR-LEX,MCI,B,4,4.55,1,8/21/2025 0:00
BOI-LEX,MCI,B,3,18.24,1,8/20/2025 0:00
ONT-LEX,MCI,B,8,20.75,1,8/21/2025 0:00
CPR-LEX,MCI,B,4,7.24,1,8/22/2025 0:00
LOS-LEX,MCI,B,7,72.13,1,8/21/2025 0:00
LOS-LEX,MCI,B,7,22.09,1,8/22/2025 0:00
ONT-LEX,MCI,B,7,20.75,1,8/21/2025 0:00
MSP-CPC,MCI,B,3,9.94,1,8/27/2025 0:00
MSP-CPC,MCI,B,4,64.65,1,8/22/2025 0:00
MSP-CPC,MCI,B,4,18.12,1,8/25/2025 0:00
MSP-CPC,MCI,B,4,9.94,1,8/27/2025 0:00
CID-CPC,MCI,B,4,178.34,1,8/27/2025 0:00
CID-CPC,MCI,B,4,57.28,1,8/26/2025 0:00
CID-CPC,MCI,B,3,178.34,1,8/27/2025 0:00
CID-CPC,MCI,B,3,57.28,1,8/26/2025 0:00
MSP-CPC,MCI,B,3,64.65,1,8/22/2025 0:00
MSP-CPC,MCI,B,3,18.12,1,8/25/2025 0:00
MCI-CPC,MCI,O,1,118.07,1,8/20/2025 0:00
MCI-CPC,MCI,O,1,26.71,1,8/22/2025 0:00
MCI-CPC,MCI,O,2,894.72,2,8/25/2025 0:00
MCI-CPC,MCI,O,2,118.07,1,8/20/2025 0:00
DSM-CPC,MCI,B,2,12.72,1,8/25/2025 0:00
DSM-CPC,MCI,B,3,12.72,1,8/25/2025 0:00
MLI-CPC,MCI,B,4,30.03,1,8/26/2025 0:00
MLI-CPC,MCI,B,3,30.03,1,8/26/2025 0:00
MCI-CPC,MCI,O,2,26.71,1,8/22/2025 0:00
MCI-CPC,MCI,O,1,894.72,2,8/25/2025 0:00
WTF-MKE,MCI,B,5,48.03,1,8/28/2025 0:00
CHV-MKE,MCI,B,3,14.66,1,8/28/2025 0:00
CHV-MKE,MCI,B,2,8.56,1,8/21/2025 0:00
CHV-MKE,MCI,B,2,47.5,1,8/26/2025 0:00
CHV-MKE,MCI,B,3,8.56,1,8/21/2025 0:00
CHV-MKE,MCI,B,3,47.5,1,8/26/2025 0:00
FSM-MKE,MCI,B,2,29.86,1,8/26/2025 0:00
FSM-MKE,MCI,B,3,152.56,1,8/25/2025 0:00
FSM-MKE,MCI,B,3,31.23,1,8/22/2025 0:00
FSM-MKE,MCI,B,3,29.86,1,8/26/2025 0:00
FSM-MKE,MCI,B,2,31.23,1,8/22/2025 0:00
FSM-MKE,MCI,B,2,152.56,1,8/25/2025 0:00
OKC-MKE,MCI,B,4,74.89,2,8/29/2025 0:00
OKC-MKE,MCI,B,3,56.1,1,8/26/2025 0:00
OKC-MKE,MCI,B,3,232.67,3,8/21/2025 0:00
OKC-MKE,MCI,B,3,74.89,2,8/29/2025 0:00
OKC-MKE,MCI,B,4,53.87,1,8/22/2025 0:00
OKC-MKE,MCI,B,4,56.1,1,8/26/2025 0:00
TUL-MKE,MCI,B,2,28.43,1,8/25/2025 0:00
TUL-MKE,MCI,B,2,42.56,1,8/27/2025 0:00
TUL-MKE,MCI,B,2,62.37,1,8/26/2025 0:00
TUL-MKE,MCI,B,3,62.37,1,8/26/2025 0:00
OKC-MKE,MCI,B,4,232.67,3,8/21/2025 0:00
OKC-MKE,MCI,B,3,53.87,1,8/22/2025 0:00
MCI-MKE,MCI,O,1,148.43,2,8/28/2025 0:00
MCI-MKE,MCI,O,1,539.38,2,8/21/2025 0:00
MCI-MKE,MCI,O,2,539.38,2,8/21/2025 0:00
MCI-MKE,MCI,O,2,97.7,5,8/20/2025 0:00
TUL-MKE,MCI,B,3,28.43,1,8/25/2025 0:00
TUL-MKE,MCI,B,3,42.56,1,8/27/2025 0:00
MCI-MKE,MCI,O,1,97.7,5,8/20/2025 0:00
MCI-MKE,MCI,O,1,67.24,3,8/26/2025 0:00
MCI-MKE,MCI,O,2,67.24,3,8/26/2025 0:00
MCI-MKE,MCI,O,2,87.4,3,8/29/2025 0:00
MCI-MKE,MCI,O,1,87.4,3,8/29/2025 0:00
MCI-MKE,MCI,O,1,70.96,1,8/25/2025 0:00
WCH-MKE,MCI,B,2,10.96,1,8/22/2025 0:00
WCH-MKE,MCI,B,2,18.77,1,8/27/2025 0:00
WCH-MKE,MCI,B,3,10.96,1,8/22/2025 0:00
WCH-MKE,MCI,B,3,18.77,1,8/27/2025 0:00
MCI-MKE,MCI,O,2,70.96,1,8/25/2025 0:00
MCI-MKE,MCI,O,2,148.43,2,8/28/2025 0:00
SLN-MKE,MCI,B,3,28.27,1,8/28/2025 0:00
WTF-MKE,MCI,B,5,41.05,1,8/26/2025 0:00
WTF-MKE,MCI,B,4,48.03,1,8/28/2025 0:00
SLN-MKE,MCI,B,2,28.27,1,8/28/2025 0:00
WTF-MKE,MCI,B,4,41.05,1,8/26/2025 0:00
CHV-MKE,MCI,B,2,14.66,1,8/28/2025 0:00
ODM-MOT,MCI,B,4,35.93,2,8/27/2025 0:00
ODM-MOT,MCI,B,5,35.93,2,8/27/2025 0:00
MCI-MOT,MCI,O,2,42.35,1,8/27/2025 0:00
MCI-MOT,MCI,O,2,25.72,2,8/26/2025 0:00
MCI-MOT,MCI,O,1,25.72,2,8/26/2025 0:00
MCI-MOT,MCI,O,1,20.27,1,8/21/2025 0:00
DAL-MOT,MCI,B,4,5.85,1,8/29/2025 0:00
DAL-MOT,MCI,B,4,103.24,3,8/21/2025 0:00
DAL-MOT,MCI,B,4,231.72,3,8/20/2025 0:00
SAT-MOT,MCI,B,5,84.09,1,8/20/2025 0:00
LRD-MOT,MCI,B,6,22.89,1,8/20/2025 0:00
LRD-MOT,MCI,B,6,20.93,1,8/25/2025 0:00
WTF-MOT,MCI,B,5,11.53,1,8/27/2025 0:00
QCY-MOT,MCI,B,3,20.56,1,8/28/2025 0:00
HOW-MOT,MCI,B,5,2.17,1,8/20/2025 0:00
HOW-MOT,MCI,B,5,48.16,2,8/29/2025 0:00
ORG-MOT,MCI,B,6,52.18,1,8/21/2025 0:00
DAL-MOT,MCI,B,4,23.47,1,8/26/2025 0:00
LRD-MOT,MCI,B,5,22.89,1,8/20/2025 0:00
HOW-MOT,MCI,B,5,62.93,3,8/21/2025 0:00
HOW-MOT,MCI,B,5,72.03,1,8/26/2025 0:00
HOW-MOT,MCI,B,5,72,2,8/28/2025 0:00
SGF-MOT,MCI,B,3,55.4,1,8/28/2025 0:00
WTF-MOT,MCI,B,5,17.75,1,8/20/2025 0:00
DAL-MOT,MCI,B,3,103.24,3,8/21/2025 0:00
DAL-MOT,MCI,B,3,231.72,3,8/20/2025 0:00
DAL-MOT,MCI,B,3,23.47,1,8/26/2025 0:00
SAT-MOT,MCI,B,4,335.48,1,8/27/2025 0:00
SAT-MOT,MCI,B,4,260.07,1,8/21/2025 0:00
SAT-MOT,MCI,B,4,84.09,1,8/20/2025 0:00
WTF-MOT,MCI,B,4,11.53,1,8/27/2025 0:00
HOW-MOT,MCI,B,4,72.03,1,8/26/2025 0:00
HOW-MOT,MCI,B,4,72,2,8/28/2025 0:00
LRD-MOT,MCI,B,5,20.93,1,8/25/2025 0:00
ORG-MOT,MCI,B,5,52.18,1,8/21/2025 0:00
DAL-MOT,MCI,B,3,5.85,1,8/29/2025 0:00
HOW-MOT,MCI,B,4,2.17,1,8/20/2025 0:00
HOW-MOT,MCI,B,4,48.16,2,8/29/2025 0:00
HOW-MOT,MCI,B,4,62.93,3,8/21/2025 0:00
SGF-MOT,MCI,B,2,55.4,1,8/28/2025 0:00
QCY-MOT,MCI,B,2,20.56,1,8/28/2025 0:00
WTF-MOT,MCI,B,4,17.75,1,8/20/2025 0:00
OKC-MOT,MCI,B,4,72.42,2,8/28/2025 0:00
OKC-MOT,MCI,B,4,21.81,1,8/22/2025 0:00
TUL-MOT,MCI,B,2,3.92,1,8/29/2025 0:00
TUL-MOT,MCI,B,3,3.92,1,8/29/2025 0:00
SAT-MOT,MCI,B,5,335.48,1,8/27/2025 0:00
SAT-MOT,MCI,B,5,260.07,1,8/21/2025 0:00
FSM-MOT,MCI,B,2,134.48,1,8/22/2025 0:00
FSM-MOT,MCI,B,3,134.48,1,8/22/2025 0:00
OKC-MOT,MCI,B,4,44.01,1,8/26/2025 0:00
OKC-MOT,MCI,B,3,44.01,1,8/26/2025 0:00
OKC-MOT,MCI,B,3,72.42,2,8/28/2025 0:00
OKC-MOT,MCI,B,3,21.81,1,8/22/2025 0:00
HOU-MOT,MCI,B,4,35.77,1,8/26/2025 0:00
HOU-MOT,MCI,B,4,297.66,4,8/22/2025 0:00
HOU-MOT,MCI,B,4,40.25,2,8/21/2025 0:00
HOU-MOT,MCI,B,4,906.83,3,8/25/2025 0:00
HOU-MOT,MCI,B,4,99.67,1,8/29/2025 0:00
HOU-MOT,MCI,B,4,34.82,2,8/28/2025 0:00
HOU-MOT,MCI,B,4,68.59,3,8/20/2025 0:00
HOU-MOT,MCI,B,4,35.57,1,8/27/2025 0:00
HOU-MOT,MCI,B,5,40.25,2,8/21/2025 0:00
HOU-MOT,MCI,B,5,297.66,4,8/22/2025 0:00
HOU-MOT,MCI,B,5,906.83,3,8/25/2025 0:00
HOU-MOT,MCI,B,5,99.67,1,8/29/2025 0:00
TYR-MOT,MCI,B,4,26.82,1,8/26/2025 0:00
TYR-MOT,MCI,B,5,26.82,1,8/26/2025 0:00
HOU-MOT,MCI,B,5,34.82,2,8/28/2025 0:00
HOU-MOT,MCI,B,5,68.59,3,8/20/2025 0:00
HOU-MOT,MCI,B,5,35.57,1,8/27/2025 0:00
HOU-MOT,MCI,B,5,35.77,1,8/26/2025 0:00
MCI-MOT,MCI,O,1,95,1,8/28/2025 0:00
MCI-MOT,MCI,O,1,42.35,1,8/27/2025 0:00
MCI-MOT,MCI,O,2,20.27,1,8/21/2025 0:00
MCI-MOT,MCI,O,2,95,1,8/28/2025 0:00
SHM-MOT,MCI,B,4,28.04,1,8/21/2025 0:00
SHM-MOT,MCI,B,5,28.04,1,8/21/2025 0:00
MCI-MCI,MCI,O,1,1151.08,13,8/28/2025 0:00
MCI-MCI,MCI,O,1,535.53,3,8/22/2025 0:00
MCI-MCI,MCI,O,1,482.17,5,8/26/2025 0:00
MCI-MCI,MCI,O,1,700.84,8,8/20/2025 0:00
