LANE_ID,LOAD_DST,LOAD_DST_TYPE,DISPATCH_SEQ,CUBE,SHIPMENTS,PU_DATE
MSP-MCI,MCI,D,1,223.67,7,8/27/2025 0:00
MSP-MCI,MCI,D,1,1.25,6,8/21/2025 0:00
MSP-MCI,MCI,D,1,179.25,2,8/29/2025 0:00
FAR-MCI,MCI,D,1,15.4,2,8/26/2025 0:00
FAR-MCI,MCI,D,1,320.64,1,8/22/2025 0:00
IND-MCI,MCI,D,1,325.48,6,8/27/2025 0:00
MSP-MCI,MCI,D,1,32.93,1,8/22/2025 0:00
IND-MCI,MCI,D,1,154.08,4,8/21/2025 0:00
IND-MCI,MCI,D,1,99.67,2,8/20/2025 0:00
WLC-MCI,MCI,D,3,39.72,1,8/20/2025 0:00
WLC-MCI,MCI,D,3,11.9,1,8/28/2025 0:00
FAR-MCI,MCI,D,1,12.27,2,8/22/2025 0:00
BIS-MCI,MCI,D,2,7.15,1,8/29/2025 0:00
FAR-MCI,MCI,D,1,30.79,1,8/29/2025 0:00
FAR-MCI,MCI,D,1,30.79,2,8/20/2025 0:00
WLC-MCI,MCI,D,3,54.89,2,8/29/2025 0:00
SAT-MCI,MCI,D,2,271.82,1,8/20/2025 0:00
SAT-MCI,MCI,D,2,9.42,1,8/21/2025 0:00
SAT-MCI,MCI,D,2,85.67,1,8/28/2025 0:00
LRD-MCI,MCI,D,3,438.89,1,8/26/2025 0:00
WLC-MCI,MCI,D,3,63.57,1,8/26/2025 0:00
MRK-MCI,MCI,D,2,475.27,3,8/29/2025 0:00
MVN-MCI,MCI,D,2,119.02,3,8/27/2025 0:00
MVN-MCI,MCI,D,2,161.16,1,8/26/2025 0:00
MVN-MCI,MCI,D,2,157.91,1,8/21/2025 0:00
LRD-MCI,MCI,D,3,231.78,1,8/28/2025 0:00
WLC-MCI,MCI,D,3,24.78,1,8/22/2025 0:00
MRK-MCI,MCI,D,2,129.38,2,8/26/2025 0:00
MRK-MCI,MCI,D,2,404.22,2,8/20/2025 0:00
MRK-MCI,MCI,D,2,69.3,2,8/25/2025 0:00
MRK-MCI,MCI,D,2,308.44,1,8/28/2025 0:00
MRK-MCI,MCI,D,2,29.35,2,8/21/2025 0:00
MRK-MCI,MCI,D,2,775.18,4,8/22/2025 0:00
EVR-MCI,MCI,D,3,9.57,1,8/26/2025 0:00
PIA-MCI,MCI,D,2,79.12,2,8/26/2025 0:00
SIK-MCI,MCI,D,2,85.43,1,8/25/2025 0:00
SIK-MCI,MCI,D,2,27.3,1,8/21/2025 0:00
SIK-MCI,MCI,D,2,150.02,1,8/27/2025 0:00
MRK-MCI,MCI,D,2,108.6,2,8/27/2025 0:00
PHX-MCI,MCI,D,4,79.45,2,8/20/2025 0:00
PHX-MCI,MCI,D,4,132.24,2,8/27/2025 0:00
PHX-MCI,MCI,D,4,47.59,2,8/25/2025 0:00
EVR-MCI,MCI,D,3,84.09,1,8/28/2025 0:00
EVR-MCI,MCI,D,3,24.11,1,8/29/2025 0:00
EVR-MCI,MCI,D,3,60.31,1,8/21/2025 0:00
PHX-MCI,MCI,D,5,16.95,1,8/26/2025 0:00
PHX-MCI,MCI,D,5,29.64,1,8/29/2025 0:00
PHX-MCI,MCI,D,5,79.45,2,8/20/2025 0:00
PHX-MCI,MCI,D,4,132.68,4,8/21/2025 0:00
PHX-MCI,MCI,D,4,16.95,1,8/26/2025 0:00
PHX-MCI,MCI,D,4,29.64,1,8/29/2025 0:00
CNG-MCI,MCI,D,2,135.4,1,8/28/2025 0:00
CNG-MCI,MCI,D,3,80.07,1,8/26/2025 0:00
CNG-MCI,MCI,D,3,135.4,1,8/28/2025 0:00
PHX-MCI,MCI,D,5,132.24,2,8/27/2025 0:00
PHX-MCI,MCI,D,5,47.59,2,8/25/2025 0:00
PHX-MCI,MCI,D,5,132.68,4,8/21/2025 0:00
FWA-MCI,MCI,D,2,7.29,1,8/26/2025 0:00
LUG-MCI,MCI,D,2,36.28,1,8/28/2025 0:00
LUG-MCI,MCI,D,3,36.28,1,8/28/2025 0:00
FCY-MCI,MCI,D,2,1032.73,1,8/21/2025 0:00
FCY-MCI,MCI,D,3,1032.73,1,8/21/2025 0:00
CNG-MCI,MCI,D,2,80.07,1,8/26/2025 0:00
FWA-MCI,MCI,D,2,77.75,4,8/21/2025 0:00
FWA-MCI,MCI,D,2,76.05,1,8/20/2025 0:00
FWA-MCI,MCI,D,3,34.12,2,8/28/2025 0:00
FWA-MCI,MCI,D,2,50.33,1,8/27/2025 0:00
FWA-MCI,MCI,D,2,34.12,2,8/28/2025 0:00
FWA-MCI,MCI,D,2,5.04,1,8/29/2025 0:00
SPI-MCI,MCI,D,2,49.77,1,8/29/2025 0:00
FWA-MCI,MCI,D,3,7.29,1,8/26/2025 0:00
FWA-MCI,MCI,D,3,77.75,4,8/21/2025 0:00
FWA-MCI,MCI,D,3,76.05,1,8/20/2025 0:00
FWA-MCI,MCI,D,3,50.33,1,8/27/2025 0:00
FWA-MCI,MCI,D,3,5.04,1,8/29/2025 0:00
ATY-MCI,MCI,D,3,26.46,1,8/28/2025 0:00
ATY-MCI,MCI,D,3,19.88,1,8/20/2025 0:00
ATY-MCI,MCI,D,2,26.46,1,8/28/2025 0:00
ATY-MCI,MCI,D,2,19.88,1,8/20/2025 0:00
ATY-MCI,MCI,D,2,126.34,3,8/25/2025 0:00
ATY-MCI,MCI,D,2,26.67,1,8/22/2025 0:00
MKE-MCI,MCI,D,2,556.99,6,8/28/2025 0:00
WCH-MCI,MCI,D,1,34.32,2,8/20/2025 0:00
WCH-MCI,MCI,D,1,88.71,2,8/28/2025 0:00
WCH-MCI,MCI,D,1,241.64,2,8/27/2025 0:00
ATY-MCI,MCI,D,3,126.34,3,8/25/2025 0:00
ATY-MCI,MCI,D,3,26.67,1,8/22/2025 0:00
MKE-MCI,MCI,D,2,110.15,7,8/22/2025 0:00
MKE-MCI,MCI,D,3,25.74,2,8/25/2025 0:00
MKE-MCI,MCI,D,3,18.45,2,8/27/2025 0:00
MKE-MCI,MCI,D,3,556.99,6,8/28/2025 0:00
MKE-MCI,MCI,D,2,25.74,2,8/25/2025 0:00
MKE-MCI,MCI,D,2,56.72,3,8/21/2025 0:00
MKE-MCI,MCI,D,3,147.39,7,8/26/2025 0:00
MKE-MCI,MCI,D,3,78.78,6,8/29/2025 0:00
MKE-MCI,MCI,D,3,56.72,3,8/21/2025 0:00
MKE-MCI,MCI,D,2,18.45,2,8/27/2025 0:00
MKE-MCI,MCI,D,2,147.39,7,8/26/2025 0:00
MKE-MCI,MCI,D,2,78.78,6,8/29/2025 0:00
SBN-MCI,MCI,D,2,119.94,3,8/25/2025 0:00
SBN-MCI,MCI,D,2,88.66,3,8/28/2025 0:00
SBN-MCI,MCI,D,2,55.39,1,8/21/2025 0:00
SBN-MCI,MCI,D,2,29.82,1,8/22/2025 0:00
SBN-MCI,MCI,D,2,862.64,4,8/26/2025 0:00
MKE-MCI,MCI,D,3,110.15,7,8/22/2025 0:00
SBN-MCI,MCI,D,3,29.82,1,8/22/2025 0:00
SBN-MCI,MCI,D,3,862.64,4,8/26/2025 0:00
SBN-MCI,MCI,D,3,42.92,1,8/29/2025 0:00
SBN-MCI,MCI,D,3,61.45,2,8/27/2025 0:00
SBN-MCI,MCI,D,2,42.92,1,8/29/2025 0:00
SBN-MCI,MCI,D,2,61.45,2,8/27/2025 0:00
GRR-MCI,MCI,D,2,59.15,1,8/22/2025 0:00
GRR-MCI,MCI,D,2,41.78,2,8/29/2025 0:00
GRR-MCI,MCI,D,2,18.29,1,8/26/2025 0:00
SBN-MCI,MCI,D,3,119.94,3,8/25/2025 0:00
SBN-MCI,MCI,D,3,88.66,3,8/28/2025 0:00
SBN-MCI,MCI,D,3,55.39,1,8/21/2025 0:00
OSH-MCI,MCI,D,2,154.17,1,8/28/2025 0:00
OSH-MCI,MCI,D,3,102.44,2,8/21/2025 0:00
OSH-MCI,MCI,D,3,154.17,1,8/28/2025 0:00
GRR-MCI,MCI,D,3,41.78,2,8/29/2025 0:00
GRR-MCI,MCI,D,3,18.29,1,8/26/2025 0:00
GRR-MCI,MCI,D,3,59.15,1,8/22/2025 0:00
OSH-MCI,MCI,D,2,335.48,1,8/26/2025 0:00
OSH-MCI,MCI,D,3,156.95,2,8/20/2025 0:00
OSH-MCI,MCI,D,3,292.07,4,8/29/2025 0:00
OSH-MCI,MCI,D,3,335.48,1,8/26/2025 0:00
JXN-MCI,MCI,D,3,354.68,2,8/21/2025 0:00
OSH-MCI,MCI,D,2,102.44,2,8/21/2025 0:00
KRN-MCI,MCI,D,2,20.09,1,8/29/2025 0:00
KRN-MCI,MCI,D,1,20.09,1,8/29/2025 0:00
KRN-MCI,MCI,D,1,53.35,1,8/25/2025 0:00
OSH-MCI,MCI,D,2,156.95,2,8/20/2025 0:00
JXN-MCI,MCI,D,2,354.68,2,8/21/2025 0:00
OSH-MCI,MCI,D,2,292.07,4,8/29/2025 0:00
DSM-MCI,MCI,D,1,10.67,1,8/27/2025 0:00
DSM-MCI,MCI,D,1,40.96,3,8/21/2025 0:00
DSM-MCI,MCI,D,1,16.48,1,8/26/2025 0:00
DSM-MCI,MCI,D,1,11.38,2,8/20/2025 0:00
DSM-MCI,MCI,D,1,36.13,1,8/22/2025 0:00
KRN-MCI,MCI,D,2,53.35,1,8/25/2025 0:00
CID-MCI,MCI,D,2,736.1,4,8/29/2025 0:00
CID-MCI,MCI,D,2,134.31,3,8/26/2025 0:00
CID-MCI,MCI,D,2,436.95,5,8/22/2025 0:00
CID-MCI,MCI,D,2,80.99,1,8/21/2025 0:00
CID-MCI,MCI,D,2,189.4,2,8/28/2025 0:00
DSM-MCI,MCI,D,1,254.33,1,8/29/2025 0:00
MCW-MCI,MCI,D,2,53.13,1,8/28/2025 0:00
MCW-MCI,MCI,D,2,73.3,2,8/20/2025 0:00
MCW-MCI,MCI,D,2,90.99,1,8/29/2025 0:00
MCW-MCI,MCI,D,2,12.85,1,8/22/2025 0:00
MCW-MCI,MCI,D,2,82.23,3,8/26/2025 0:00
CID-MCI,MCI,D,2,402.42,4,8/27/2025 0:00
JVL-MCI,MCI,D,2,133.96,1,8/27/2025 0:00
JVL-MCI,MCI,D,2,458.79,1,8/26/2025 0:00
MLI-MCI,MCI,D,2,412.86,2,8/26/2025 0:00
MLI-MCI,MCI,D,2,20.5,1,8/21/2025 0:00
MLI-MCI,MCI,D,2,23.95,1,8/20/2025 0:00
MCW-MCI,MCI,D,2,182.6,2,8/25/2025 0:00
BRL-MCI,MCI,D,2,86.6,1,8/28/2025 0:00
BRL-MCI,MCI,D,2,16.08,1,8/20/2025 0:00
JVL-MCI,MCI,D,2,19.18,1,8/28/2025 0:00
BRL-MCI,MCI,D,2,119.19,1,8/22/2025 0:00
JVL-MCI,MCI,D,2,41.25,1,8/22/2025 0:00
JVL-MCI,MCI,D,2,39.48,1,8/25/2025 0:00
CHW-MCI,MCI,D,2,42.31,2,8/26/2025 0:00
ONA-MCI,MCI,D,2,197.97,1,8/20/2025 0:00
JVL-MCI,MCI,D,2,772.21,1,8/29/2025 0:00
CHW-MCI,MCI,D,2,215.61,3,8/29/2025 0:00
CHW-MCI,MCI,D,2,243.24,5,8/28/2025 0:00
CHW-MCI,MCI,D,2,355.63,3,8/27/2025 0:00
DLH-MCI,MCI,D,3,21.35,1,8/29/2025 0:00
ONA-MCI,MCI,D,2,262.17,2,8/21/2025 0:00
BRL-MCI,MCI,D,2,166.78,1,8/26/2025 0:00
CHW-MCI,MCI,D,2,293.88,4,8/22/2025 0:00
CHW-MCI,MCI,D,2,227.11,3,8/21/2025 0:00
CHW-MCI,MCI,D,2,297.75,4,8/20/2025 0:00
DEN-MCI,MCI,D,1,209.39,4,8/25/2025 0:00
DEN-MCI,MCI,D,1,421.67,5,8/20/2025 0:00
DEN-MCI,MCI,D,2,502.39,5,8/26/2025 0:00
DEN-MCI,MCI,D,1,502.39,5,8/26/2025 0:00
DEN-MCI,MCI,D,1,133.7,4,8/22/2025 0:00
DEN-MCI,MCI,D,1,351.49,4,8/28/2025 0:00
DEN-MCI,MCI,D,1,63.79,2,8/29/2025 0:00
DEN-MCI,MCI,D,1,37.34,2,8/30/2025 0:00
DEN-MCI,MCI,D,1,169.96,3,8/27/2025 0:00
DEN-MCI,MCI,D,1,351.01,7,8/21/2025 0:00
DEN-MCI,MCI,D,2,351.01,7,8/21/2025 0:00
DEN-MCI,MCI,D,2,209.39,4,8/25/2025 0:00
DEN-MCI,MCI,D,2,37.34,2,8/30/2025 0:00
DEN-MCI,MCI,D,2,169.96,3,8/27/2025 0:00
DEN-MCI,MCI,D,2,133.7,4,8/22/2025 0:00
DEN-MCI,MCI,D,2,351.49,4,8/28/2025 0:00
DEN-MCI,MCI,D,2,421.67,5,8/20/2025 0:00
DEN-MCI,MCI,D,2,63.79,2,8/29/2025 0:00
SDG-MCI,MCI,D,7,87.25,1,8/29/2025 0:00
SDG-MCI,MCI,D,6,58.66,1,8/28/2025 0:00
SDG-MCI,MCI,D,6,19.05,1,8/27/2025 0:00
SDG-MCI,MCI,D,6,87.25,1,8/29/2025 0:00
SDG-MCI,MCI,D,7,58.66,1,8/28/2025 0:00
SDG-MCI,MCI,D,7,19.05,1,8/27/2025 0:00
ONT-MCI,MCI,D,6,23.58,2,8/22/2025 0:00
LOS-MCI,MCI,D,6,107.01,1,8/20/2025 0:00
COS-MCI,MCI,D,2,263.04,3,8/26/2025 0:00
COS-MCI,MCI,D,2,11.05,1,8/20/2025 0:00
COS-MCI,MCI,D,3,263.04,3,8/26/2025 0:00
COS-MCI,MCI,D,3,11.05,1,8/20/2025 0:00
DOW-MCI,MCI,D,6,15.7,1,8/22/2025 0:00
LOS-MCI,MCI,D,6,12.59,1,8/25/2025 0:00
LOS-MCI,MCI,D,6,11.2,1,8/21/2025 0:00
CYS-MCI,MCI,D,3,117.49,1,8/25/2025 0:00
CPR-MCI,MCI,D,3,84.22,1,8/25/2025 0:00
ONT-MCI,MCI,D,6,266.92,3,8/26/2025 0:00
DOW-MCI,MCI,D,6,108.41,2,8/28/2025 0:00
ONT-MCI,MCI,D,6,64.48,1,8/25/2025 0:00
ONT-MCI,MCI,D,6,44.71,2,8/27/2025 0:00
ONT-MCI,MCI,D,6,31.58,2,8/21/2025 0:00
ONT-MCI,MCI,D,6,50.07,2,8/28/2025 0:00
ONT-MCI,MCI,D,6,68.06,1,8/29/2025 0:00
ONT-MCI,MCI,D,5,50.07,2,8/28/2025 0:00
DOW-MCI,MCI,D,6,51.28,2,8/29/2025 0:00
DOW-MCI,MCI,D,6,22.68,1,8/25/2025 0:00
DOW-MCI,MCI,D,6,189.42,4,8/21/2025 0:00
DOW-MCI,MCI,D,6,293.18,1,8/27/2025 0:00
DOW-MCI,MCI,D,6,90.81,2,8/21/2025 0:00
ONT-MCI,MCI,D,5,23.58,2,8/22/2025 0:00
DOW-MCI,MCI,D,6,46.54,2,8/20/2025 0:00
CYS-MCI,MCI,D,2,117.49,1,8/25/2025 0:00
CPR-MCI,MCI,D,2,84.22,1,8/25/2025 0:00
ONT-MCI,MCI,D,5,44.71,2,8/27/2025 0:00
ONT-MCI,MCI,D,5,31.58,2,8/21/2025 0:00
DOW-MCI,MCI,D,5,46.54,2,8/20/2025 0:00
LOS-MCI,MCI,D,5,107.01,1,8/20/2025 0:00
LOS-MCI,MCI,D,5,12.59,1,8/25/2025 0:00
LOS-MCI,MCI,D,5,11.2,1,8/21/2025 0:00
ONT-MCI,MCI,D,5,68.06,1,8/29/2025 0:00
ONT-MCI,MCI,D,5,266.92,3,8/26/2025 0:00
DOW-MCI,MCI,D,5,189.42,4,8/21/2025 0:00
ONT-MCI,MCI,D,5,64.48,1,8/25/2025 0:00
DOW-MCI,MCI,D,5,293.18,1,8/27/2025 0:00
DOW-MCI,MCI,D,5,90.81,2,8/21/2025 0:00
DOW-MCI,MCI,D,5,108.41,2,8/28/2025 0:00
DOW-MCI,MCI,D,5,15.7,1,8/22/2025 0:00
BIL-MCI,MCI,D,3,77.32,2,8/20/2025 0:00
BIL-MCI,MCI,D,5,77.32,2,8/20/2025 0:00
BIL-MCI,MCI,D,6,77.32,2,8/20/2025 0:00
BIL-MCI,MCI,D,4,77.32,2,8/20/2025 0:00
DOW-MCI,MCI,D,5,51.28,2,8/29/2025 0:00
DOW-MCI,MCI,D,5,22.68,1,8/25/2025 0:00
GEG-MCI,MCI,D,5,36.4,1,8/20/2025 0:00
GEG-MCI,MCI,D,5,15.69,1,8/26/2025 0:00
GEG-MCI,MCI,D,8,15.69,1,8/26/2025 0:00
GEG-MCI,MCI,D,8,267.55,2,8/25/2025 0:00
GEG-MCI,MCI,D,5,267.55,2,8/25/2025 0:00
GEG-MCI,MCI,D,6,117.81,1,8/27/2025 0:00
GEG-MCI,MCI,D,8,117.81,1,8/27/2025 0:00
GEG-MCI,MCI,D,8,36.4,1,8/20/2025 0:00
GEG-MCI,MCI,D,6,15.69,1,8/26/2025 0:00
GEG-MCI,MCI,D,6,267.55,2,8/25/2025 0:00
GEG-MCI,MCI,D,6,36.4,1,8/20/2025 0:00
GEG-MCI,MCI,D,5,117.81,1,8/27/2025 0:00
RAP-MCI,MCI,D,1,143.96,1,8/26/2025 0:00
RAP-MCI,MCI,D,2,143.96,1,8/26/2025 0:00
GEG-MCI,MCI,D,7,36.4,1,8/20/2025 0:00
GEG-MCI,MCI,D,7,15.69,1,8/26/2025 0:00
GEG-MCI,MCI,D,7,267.55,2,8/25/2025 0:00
GEG-MCI,MCI,D,7,117.81,1,8/27/2025 0:00
HLN-MCI,MCI,D,4,5.26,2,8/25/2025 0:00
HLN-MCI,MCI,D,6,5.26,2,8/25/2025 0:00
HLN-MCI,MCI,D,7,5.26,2,8/25/2025 0:00
HLN-MCI,MCI,D,5,5.26,2,8/25/2025 0:00
RAP-MCI,MCI,D,3,143.96,1,8/26/2025 0:00
RAP-MCI,MCI,D,4,143.96,1,8/26/2025 0:00
SLC-MCI,MCI,D,1,788.07,3,8/25/2025 0:00
SLC-MCI,MCI,D,1,1031.69,5,8/28/2025 0:00
SLC-MCI,MCI,D,1,694.77,5,8/21/2025 0:00
SLC-MCI,MCI,D,1,642.09,2,8/20/2025 0:00
SLC-MCI,MCI,D,1,868.05,4,8/26/2025 0:00
SLC-MCI,MCI,D,1,2041.72,6,8/27/2025 0:00
SLC-MCI,MCI,D,3,1031.69,5,8/28/2025 0:00
SLC-MCI,MCI,D,3,705.08,2,8/22/2025 0:00
SLC-MCI,MCI,D,3,42.89,2,8/29/2025 0:00
SLC-MCI,MCI,D,3,694.77,5,8/21/2025 0:00
SLC-MCI,MCI,D,3,788.07,3,8/25/2025 0:00
SLC-MCI,MCI,D,3,2041.72,6,8/27/2025 0:00
SLC-MCI,MCI,D,4,705.08,2,8/22/2025 0:00
SLC-MCI,MCI,D,4,42.89,2,8/29/2025 0:00
SLC-MCI,MCI,D,4,788.07,3,8/25/2025 0:00
SLC-MCI,MCI,D,4,1031.69,5,8/28/2025 0:00
SLC-MCI,MCI,D,1,705.08,2,8/22/2025 0:00
SLC-MCI,MCI,D,1,42.89,2,8/29/2025 0:00
SLC-MCI,MCI,D,2,642.09,2,8/20/2025 0:00
SLC-MCI,MCI,D,2,868.05,4,8/26/2025 0:00
SLC-MCI,MCI,D,2,1031.69,5,8/28/2025 0:00
SLC-MCI,MCI,D,2,2041.72,6,8/27/2025 0:00
SLC-MCI,MCI,D,3,642.09,2,8/20/2025 0:00
SLC-MCI,MCI,D,3,868.05,4,8/26/2025 0:00
SLC-MCI,MCI,D,4,2041.72,6,8/27/2025 0:00
SLC-MCI,MCI,D,4,694.77,5,8/21/2025 0:00
SLC-MCI,MCI,D,2,694.77,5,8/21/2025 0:00
SLC-MCI,MCI,D,2,705.08,2,8/22/2025 0:00
SLC-MCI,MCI,D,4,642.09,2,8/20/2025 0:00
SLC-MCI,MCI,D,4,868.05,4,8/26/2025 0:00
MOD-MCI,MCI,D,6,30.8,1,8/22/2025 0:00
MOD-MCI,MCI,D,8,30.8,1,8/22/2025 0:00
MOD-MCI,MCI,D,7,30.8,1,8/22/2025 0:00
MOD-MCI,MCI,D,5,30.8,1,8/22/2025 0:00
SLC-MCI,MCI,D,2,42.89,2,8/29/2025 0:00
SLC-MCI,MCI,D,2,788.07,3,8/25/2025 0:00
SCM-MCI,MCI,D,6,7.47,1,8/20/2025 0:00
SCM-MCI,MCI,D,4,7.47,1,8/20/2025 0:00
SCM-MCI,MCI,D,5,7.47,1,8/20/2025 0:00
SCM-MCI,MCI,D,5,5.68,1,8/27/2025 0:00
SCM-MCI,MCI,D,4,5.68,1,8/27/2025 0:00
SCM-MCI,MCI,D,7,5.68,1,8/27/2025 0:00
RED-MCI,MCI,D,6,121.09,1,8/22/2025 0:00
RED-MCI,MCI,D,8,121.09,1,8/22/2025 0:00
RED-MCI,MCI,D,7,121.09,1,8/22/2025 0:00
RED-MCI,MCI,D,5,121.09,1,8/22/2025 0:00
SCM-MCI,MCI,D,7,7.47,1,8/20/2025 0:00
SCM-MCI,MCI,D,6,5.68,1,8/27/2025 0:00
PCA-MCI,MCI,D,4,86.88,1,8/22/2025 0:00
PCA-MCI,MCI,D,2,86.88,1,8/22/2025 0:00
RNO-MCI,MCI,D,4,13.66,1,8/21/2025 0:00
RNO-MCI,MCI,D,6,13.66,1,8/21/2025 0:00
RNO-MCI,MCI,D,5,13.66,1,8/21/2025 0:00
RNO-MCI,MCI,D,3,13.66,1,8/21/2025 0:00
MCI-MCI,MCI,D,1,700.84,8,8/20/2025 0:00
MCI-MCI,MCI,D,1,172.89,3,8/29/2025 0:00
MCI-MCI,MCI,D,1,535.53,3,8/22/2025 0:00
MCI-MCI,MCI,D,1,482.17,5,8/26/2025 0:00
PCA-MCI,MCI,D,3,86.88,1,8/22/2025 0:00
PCA-MCI,MCI,D,5,86.88,1,8/22/2025 0:00
TUL-MCI,MCI,D,1,820.73,5,8/29/2025 0:00
MCI-MCI,MCI,D,1,1151.08,13,8/28/2025 0:00
MCI-MCI,MCI,D,1,540.03,5,8/25/2025 0:00
MCI-MCI,MCI,D,1,858.39,10,8/27/2025 0:00
MCI-MCI,MCI,D,1,46.18,2,8/20/2025 0:00
MCI-MCI,MCI,D,1,94.32,4,8/21/2025 0:00
TUL-MCI,MCI,D,1,291.56,2,8/25/2025 0:00
TUL-MCI,MCI,D,1,512.57,2,8/22/2025 0:00
TUL-MCI,MCI,D,1,80.93,1,8/28/2025 0:00
TUL-MCI,MCI,D,1,58.56,2,8/21/2025 0:00
TUL-MCI,MCI,D,1,24.58,2,8/27/2025 0:00
TUL-MCI,MCI,D,1,34.56,3,8/20/2025 0:00
OKC-MCI,MCI,D,1,85.04,3,8/29/2025 0:00
OKC-MCI,MCI,D,1,880.61,7,8/28/2025 0:00
OKC-MCI,MCI,D,1,345.2,3,8/27/2025 0:00
OKC-MCI,MCI,D,1,82.24,3,8/22/2025 0:00
OKC-MCI,MCI,D,1,153.56,4,8/20/2025 0:00
TUL-MCI,MCI,D,1,70.21,3,8/26/2025 0:00
OKC-MCI,MCI,D,2,256.51,1,8/25/2025 0:00
OKC-MCI,MCI,D,1,256.51,1,8/25/2025 0:00
OKC-MCI,MCI,D,2,153.56,4,8/20/2025 0:00
OKC-MCI,MCI,D,2,722.18,5,8/26/2025 0:00
OKC-MCI,MCI,D,2,85.04,3,8/29/2025 0:00
OKC-MCI,MCI,D,1,722.18,5,8/26/2025 0:00
SHM-MCI,MCI,D,3,189.69,4,8/20/2025 0:00
SHM-MCI,MCI,D,3,63.43,1,8/26/2025 0:00
SHM-MCI,MCI,D,3,33.7,1,8/29/2025 0:00
OKC-MCI,MCI,D,2,880.61,7,8/28/2025 0:00
OKC-MCI,MCI,D,2,345.2,3,8/27/2025 0:00
OKC-MCI,MCI,D,2,82.24,3,8/22/2025 0:00
END-MCI,MCI,D,3,18.92,1,8/28/2025 0:00
SHM-MCI,MCI,D,2,63.43,1,8/26/2025 0:00
SHM-MCI,MCI,D,2,33.7,1,8/29/2025 0:00
SHM-MCI,MCI,D,2,70.61,1,8/22/2025 0:00
SHM-MCI,MCI,D,2,189.69,4,8/20/2025 0:00
SHM-MCI,MCI,D,3,70.61,1,8/22/2025 0:00
LOU-MCI,MCI,D,1,124.25,4,8/26/2025 0:00
WTF-MCI,MCI,D,2,2.24,1,8/28/2025 0:00
WTF-MCI,MCI,D,2,12.08,1,8/25/2025 0:00
WTF-MCI,MCI,D,3,12.08,1,8/25/2025 0:00
WTF-MCI,MCI,D,3,2.24,1,8/28/2025 0:00
END-MCI,MCI,D,2,18.92,1,8/28/2025 0:00
LEX-MCI,MCI,D,3,27.85,1,8/27/2025 0:00
LEX-MCI,MCI,D,3,163.3,3,8/26/2025 0:00
LEX-MCI,MCI,D,3,41.77,1,8/25/2025 0:00
LOU-MCI,MCI,D,1,499.91,3,8/28/2025 0:00
LOU-MCI,MCI,D,1,537.01,5,8/29/2025 0:00
LOU-MCI,MCI,D,1,335.87,4,8/22/2025 0:00
LEX-MCI,MCI,D,2,19.74,1,8/29/2025 0:00
LEX-MCI,MCI,D,2,42.25,1,8/20/2025 0:00
LEX-MCI,MCI,D,2,27.85,1,8/27/2025 0:00
LOU-MCI,MCI,D,1,94.85,2,8/27/2025 0:00
LOU-MCI,MCI,D,1,1154.67,4,8/21/2025 0:00
LEX-MCI,MCI,D,3,42.25,1,8/20/2025 0:00
GRE-MCI,MCI,D,4,263.28,2,8/27/2025 0:00
LEX-MCI,MCI,D,3,129.65,1,8/21/2025 0:00
LEX-MCI,MCI,D,3,19.74,1,8/29/2025 0:00
LEX-MCI,MCI,D,2,163.3,3,8/26/2025 0:00
LEX-MCI,MCI,D,2,41.77,1,8/25/2025 0:00
LEX-MCI,MCI,D,2,129.65,1,8/21/2025 0:00
GRB-MCI,MCI,D,4,10.78,1,8/28/2025 0:00
GRE-MCI,MCI,D,4,149.35,2,8/21/2025 0:00
GRE-MCI,MCI,D,4,64.64,2,8/28/2025 0:00
GRE-MCI,MCI,D,4,207.63,2,8/26/2025 0:00
GRE-MCI,MCI,D,4,448.64,1,8/25/2025 0:00
GRE-MCI,MCI,D,4,426.68,1,8/29/2025 0:00
GRB-MCI,MCI,D,4,60.24,3,8/20/2025 0:00
GRB-MCI,MCI,D,4,396.69,7,8/27/2025 0:00
LDN-MCI,MCI,D,3,73.22,2,8/28/2025 0:00
GRE-MCI,MCI,D,4,46.81,1,8/20/2025 0:00
GRE-MCI,MCI,D,4,14.29,1,8/22/2025 0:00
GRE-MCI,MCI,D,4,6.52,1,8/21/2025 0:00
DAY-MCI,MCI,D,3,15.58,1,8/25/2025 0:00
DAY-MCI,MCI,D,3,225.59,2,8/21/2025 0:00
DAY-MCI,MCI,D,3,138.91,4,8/29/2025 0:00
GRB-MCI,MCI,D,4,157.45,4,8/29/2025 0:00
GRB-MCI,MCI,D,4,30.57,3,8/26/2025 0:00
GRB-MCI,MCI,D,4,31.68,1,8/25/2025 0:00
GRE-MCI,MCI,D,3,426.68,1,8/29/2025 0:00
GRE-MCI,MCI,D,3,263.28,2,8/27/2025 0:00
GRE-MCI,MCI,D,3,207.63,2,8/26/2025 0:00
LDN-MCI,MCI,D,3,38.91,1,8/21/2025 0:00
DAY-MCI,MCI,D,3,132.14,1,8/28/2025 0:00
DAY-MCI,MCI,D,3,57.75,1,8/27/2025 0:00
GRE-MCI,MCI,D,3,46.81,1,8/20/2025 0:00
GRE-MCI,MCI,D,3,14.29,1,8/22/2025 0:00
GRE-MCI,MCI,D,3,6.52,1,8/21/2025 0:00
GRE-MCI,MCI,D,3,149.35,2,8/21/2025 0:00
GRE-MCI,MCI,D,3,64.64,2,8/28/2025 0:00
